experiment_id,generation,individual_id,model_performance
22,3,0,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.67, 'precision': 0.74, 'recall': 0.62, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[1474, 16]], 'best_f1': 0.67, 'best_auc': 0.81, 'time': 0.85}"
22,3,0,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.67, 'precision': 0.74, 'recall': 0.62, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[1474, 16]], 'best_f1': 0.67, 'best_auc': 0.81, 'time': 0.85}"
23,0,3,"{'epoch': 0, 'train_loss': 0.46, 'test_loss': 0.28, 'precision': 0.46, 'recall': 0.99, 'accuracy': 0.88, 'learning_rate': 0.0, 'branches': [[628, 901, 1124, 285], [239, 1397, 490]], 'best_f1': 0.63, 'best_auc': 0.98, 'time': 10.45}"
23,0,4,"{'epoch': 0, 'train_loss': 0.43, 'test_loss': 0.31, 'precision': 0.72, 'recall': 0.72, 'accuracy': 0.95, 'learning_rate': 0.0, 'branches': [[56, 1270, 318]], 'best_f1': 0.72, 'best_auc': 0.98, 'time': 4.39}"
23,0,5,"{'epoch': 0, 'train_loss': 0.55, 'test_loss': 0.23, 'precision': 0.5, 'recall': 0.99, 'accuracy': 0.9, 'learning_rate': 0.0, 'branches': [[436, 248, 615], [1061, 1500, 112, 1174], [835, 899]], 'best_f1': 0.66, 'best_auc': 0.98, 'time': 10.47}"
23,0,6,"{'epoch': 0, 'train_loss': 0.49, 'test_loss': 0.44, 'precision': 0.36, 'recall': 1.0, 'accuracy': 0.81, 'learning_rate': 0.0, 'branches': [[492, 899]], 'best_f1': 0.53, 'best_auc': 0.96, 'time': 2.81}"
23,0,7,"{'epoch': 0, 'train_loss': 0.55, 'test_loss': 0.41, 'precision': 0.61, 'recall': 0.78, 'accuracy': 0.93, 'learning_rate': 0.0, 'branches': [[935, 559], [654, 966]], 'best_f1': 0.68, 'best_auc': 0.95, 'time': 4.64}"
23,0,8,"{'epoch': 0, 'train_loss': 0.45, 'test_loss': 0.29, 'precision': 0.55, 'recall': 0.94, 'accuracy': 0.91, 'learning_rate': 0.0, 'branches': [[1409, 688, 396], [308, 507, 124], [504, 850, 547, 579]], 'best_f1': 0.69, 'best_auc': 0.98, 'time': 8.86}"
23,1,4,"{'epoch': 0, 'train_loss': 0.43, 'test_loss': 0.31, 'precision': 0.72, 'recall': 0.72, 'accuracy': 0.95, 'learning_rate': 0.0, 'branches': [[56, 1270, 318]], 'best_f1': 0.72, 'best_auc': 0.98, 'time': 4.39}"
23,1,7,"{'epoch': 0, 'train_loss': 0.55, 'test_loss': 0.41, 'precision': 0.61, 'recall': 0.78, 'accuracy': 0.93, 'learning_rate': 0.0, 'branches': [[935, 559], [654, 966]], 'best_f1': 0.68, 'best_auc': 0.95, 'time': 4.64}"
23,1,1,"{'epoch': 0, 'train_loss': 0.57, 'test_loss': 0.49, 'precision': 0.36, 'recall': 1.0, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [[935, 559], [654, 966], [670, 1009]], 'best_f1': 0.53, 'best_auc': 0.96, 'time': 7.23}"
23,1,2,"{'epoch': 0, 'train_loss': 0.48, 'test_loss': 0.26, 'precision': 0.52, 'recall': 0.92, 'accuracy': 0.92, 'learning_rate': 0.0, 'branches': [[436, 248, 615], [1061, 1500, 98, 1174], [835, 899]], 'best_f1': 0.66, 'best_auc': 0.98, 'time': 10.44}"
23,1,3,"{'epoch': 0, 'train_loss': 0.46, 'test_loss': 0.28, 'precision': 0.46, 'recall': 0.99, 'accuracy': 0.88, 'learning_rate': 0.0, 'branches': [[628, 901, 1124, 285], [239, 1397, 490]], 'best_f1': 0.63, 'best_auc': 0.98, 'time': 10.45}"
23,1,6,"{'epoch': 0, 'train_loss': 0.49, 'test_loss': 0.44, 'precision': 0.36, 'recall': 1.0, 'accuracy': 0.81, 'learning_rate': 0.0, 'branches': [[492, 899]], 'best_f1': 0.53, 'best_auc': 0.96, 'time': 2.81}"
23,2,4,"{'epoch': 0, 'train_loss': 0.43, 'test_loss': 0.31, 'precision': 0.72, 'recall': 0.72, 'accuracy': 0.95, 'learning_rate': 0.0, 'branches': [[56, 1270, 318]], 'best_f1': 0.72, 'best_auc': 0.98, 'time': 4.39}"
23,2,2,"{'epoch': 0, 'train_loss': 0.48, 'test_loss': 0.26, 'precision': 0.52, 'recall': 0.92, 'accuracy': 0.92, 'learning_rate': 0.0, 'branches': [[436, 248, 615], [1061, 1500, 98, 1174], [835, 899]], 'best_f1': 0.66, 'best_auc': 0.98, 'time': 10.44}"
23,2,1,"{'epoch': 0, 'train_loss': 0.57, 'test_loss': 0.49, 'precision': 0.36, 'recall': 1.0, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [[935, 559], [654, 966], [670, 1009]], 'best_f1': 0.53, 'best_auc': 0.96, 'time': 7.23}"
23,2,1,"{'epoch': 0, 'train_loss': 0.57, 'test_loss': 0.49, 'precision': 0.36, 'recall': 1.0, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [[935, 559], [654, 966], [670, 1009]], 'best_f1': 0.53, 'best_auc': 0.96, 'time': 7.23}"
23,2,2,"{'epoch': 0, 'train_loss': 0.49, 'test_loss': 0.4, 'precision': 0.37, 'recall': 1.0, 'accuracy': 0.83, 'learning_rate': 0.0, 'branches': [[436, 248, 615]], 'best_f1': 0.54, 'best_auc': 0.97, 'time': 2.15}"
23,2,2,"{'epoch': 0, 'train_loss': 0.49, 'test_loss': 0.4, 'precision': 0.37, 'recall': 1.0, 'accuracy': 0.83, 'learning_rate': 0.0, 'branches': [[436, 248, 615]], 'best_f1': 0.54, 'best_auc': 0.97, 'time': 2.15}"
23,3,4,"{'epoch': 0, 'train_loss': 0.43, 'test_loss': 0.31, 'precision': 0.72, 'recall': 0.72, 'accuracy': 0.95, 'learning_rate': 0.0, 'branches': [[56, 1270, 318]], 'best_f1': 0.72, 'best_auc': 0.98, 'time': 4.39}"
23,3,2,"{'epoch': 0, 'train_loss': 0.53, 'test_loss': 0.49, 'precision': 0.63, 'recall': 0.7, 'accuracy': 0.93, 'learning_rate': 0.0, 'branches': [[935, 559]], 'best_f1': 0.66, 'best_auc': 0.95, 'time': 1.96}"
23,3,1,"{'epoch': 0, 'train_loss': 0.57, 'test_loss': 0.49, 'precision': 0.36, 'recall': 1.0, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [[935, 559], [654, 966], [670, 1009]], 'best_f1': 0.53, 'best_auc': 0.96, 'time': 7.23}"
23,3,1,"{'epoch': 0, 'train_loss': 0.57, 'test_loss': 0.49, 'precision': 0.36, 'recall': 1.0, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [[935, 559], [654, 966], [670, 1009]], 'best_f1': 0.53, 'best_auc': 0.96, 'time': 7.23}"
23,3,1,"{'epoch': 0, 'train_loss': 0.57, 'test_loss': 0.49, 'precision': 0.36, 'recall': 1.0, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [[935, 559], [654, 966], [670, 1009]], 'best_f1': 0.53, 'best_auc': 0.96, 'time': 7.23}"
23,3,1,"{'epoch': 0, 'train_loss': 0.57, 'test_loss': 0.49, 'precision': 0.36, 'recall': 1.0, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [[935, 559], [654, 966], [670, 1009]], 'best_f1': 0.53, 'best_auc': 0.96, 'time': 7.23}"
24,0,3,"{'epoch': 0, 'train_loss': 0.79, 'test_loss': 1.0, 'precision': 0.34, 'recall': 0.78, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [[1243, 733, 338], [718, 320, 668]], 'best_f1': 0.48, 'best_auc': 0.77, 'time': 11.94}"
24,0,4,"{'epoch': 0, 'train_loss': 0.8, 'test_loss': 0.88, 'precision': 0.39, 'recall': 0.87, 'accuracy': 0.7, 'learning_rate': 0.0, 'branches': [[1254, 33, 248, 1409]], 'best_f1': 0.54, 'best_auc': 0.82, 'time': 3.23}"
24,0,5,"{'epoch': 0, 'train_loss': 0.77, 'test_loss': 0.8, 'precision': 0.32, 'recall': 0.94, 'accuracy': 0.65, 'learning_rate': 0.0, 'branches': [[784, 280, 834]], 'best_f1': 0.48, 'best_auc': 0.82, 'time': 2.9}"
24,0,6,"{'epoch': 0, 'train_loss': 0.77, 'test_loss': 0.83, 'precision': 0.38, 'recall': 0.8, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[222, 260, 71], [406, 416], [235, 989]], 'best_f1': 0.51, 'best_auc': 0.84, 'time': 5.25}"
24,0,7,"{'epoch': 0, 'train_loss': 0.79, 'test_loss': 0.8, 'precision': 0.36, 'recall': 0.87, 'accuracy': 0.71, 'learning_rate': 0.0, 'branches': [[1206, 846]], 'best_f1': 0.51, 'best_auc': 0.83, 'time': 2.76}"
24,0,8,"{'epoch': 0, 'train_loss': 0.77, 'test_loss': 0.85, 'precision': 0.42, 'recall': 0.81, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[580, 439, 1284], [737, 560, 132, 246], [1384, 1264]], 'best_f1': 0.55, 'best_auc': 0.83, 'time': 9.8}"
24,1,1,"{'epoch': 0, 'train_loss': 0.75, 'test_loss': 1.04, 'precision': 0.37, 'recall': 0.74, 'accuracy': 0.71, 'learning_rate': 0.0, 'branches': [[718, 320, 668], [505, 1341]], 'best_f1': 0.5, 'best_auc': 0.79, 'time': 6.21}"
24,1,3,"{'epoch': 0, 'train_loss': 0.79, 'test_loss': 1.0, 'precision': 0.34, 'recall': 0.78, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [[1243, 733, 338], [718, 320, 668]], 'best_f1': 0.48, 'best_auc': 0.77, 'time': 11.94}"
24,1,3,"{'epoch': 0, 'train_loss': 0.79, 'test_loss': 1.0, 'precision': 0.34, 'recall': 0.78, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [[1243, 733, 338], [718, 320, 668]], 'best_f1': 0.48, 'best_auc': 0.77, 'time': 11.94}"
24,1,8,"{'epoch': 0, 'train_loss': 0.77, 'test_loss': 0.85, 'precision': 0.42, 'recall': 0.81, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[580, 439, 1284], [737, 560, 132, 246], [1384, 1264]], 'best_f1': 0.55, 'best_auc': 0.83, 'time': 9.8}"
24,1,2,"{'epoch': 0, 'train_loss': 0.78, 'test_loss': 0.81, 'precision': 0.36, 'recall': 0.87, 'accuracy': 0.7, 'learning_rate': 0.0, 'branches': [[1206, 846], [219, 855, 632]], 'best_f1': 0.51, 'best_auc': 0.81, 'time': 6.24}"
24,1,5,"{'epoch': 0, 'train_loss': 0.77, 'test_loss': 0.8, 'precision': 0.32, 'recall': 0.94, 'accuracy': 0.65, 'learning_rate': 0.0, 'branches': [[784, 280, 834]], 'best_f1': 0.48, 'best_auc': 0.82, 'time': 2.9}"
24,2,1,"{'epoch': 0, 'train_loss': 0.75, 'test_loss': 1.04, 'precision': 0.37, 'recall': 0.74, 'accuracy': 0.71, 'learning_rate': 0.0, 'branches': [[718, 320, 668], [505, 1341]], 'best_f1': 0.5, 'best_auc': 0.79, 'time': 6.21}"
24,2,3,"{'epoch': 0, 'train_loss': 0.79, 'test_loss': 1.0, 'precision': 0.34, 'recall': 0.78, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [[1243, 733, 338], [718, 320, 668]], 'best_f1': 0.48, 'best_auc': 0.77, 'time': 11.94}"
24,2,2,"{'epoch': 0, 'train_loss': 0.78, 'test_loss': 0.84, 'precision': 0.36, 'recall': 0.87, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [[1243, 733, 338], [1384, 1264]], 'best_f1': 0.51, 'best_auc': 0.81, 'time': 6.56}"
24,2,2,"{'epoch': 0, 'train_loss': 0.78, 'test_loss': 0.81, 'precision': 0.36, 'recall': 0.87, 'accuracy': 0.7, 'learning_rate': 0.0, 'branches': [[1206, 846], [219, 855, 632]], 'best_f1': 0.51, 'best_auc': 0.81, 'time': 6.24}"
24,2,3,"{'epoch': 0, 'train_loss': 0.79, 'test_loss': 1.0, 'precision': 0.34, 'recall': 0.78, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [[1243, 733, 338], [718, 320, 668]], 'best_f1': 0.48, 'best_auc': 0.77, 'time': 11.94}"
24,2,3,"{'epoch': 0, 'train_loss': 0.79, 'test_loss': 1.0, 'precision': 0.34, 'recall': 0.78, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [[1243, 733, 338], [718, 320, 668]], 'best_f1': 0.48, 'best_auc': 0.77, 'time': 11.94}"
24,3,1,"{'epoch': 0, 'train_loss': 0.75, 'test_loss': 1.04, 'precision': 0.37, 'recall': 0.74, 'accuracy': 0.71, 'learning_rate': 0.0, 'branches': [[718, 320, 668], [505, 1341]], 'best_f1': 0.5, 'best_auc': 0.79, 'time': 6.21}"
24,3,3,"{'epoch': 0, 'train_loss': 0.79, 'test_loss': 1.0, 'precision': 0.34, 'recall': 0.78, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [[1243, 733, 338], [718, 320, 668]], 'best_f1': 0.48, 'best_auc': 0.77, 'time': 11.94}"
24,3,1,"{'epoch': 0, 'train_loss': 0.8, 'test_loss': 0.84, 'precision': 0.36, 'recall': 0.85, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [[1243, 733, 338], [1500, 1264]], 'best_f1': 0.51, 'best_auc': 0.82, 'time': 6.58}"
24,3,2,"{'epoch': 0, 'train_loss': 0.79, 'test_loss': 0.87, 'precision': 0.31, 'recall': 0.86, 'accuracy': 0.66, 'learning_rate': 0.0, 'branches': [[1243, 733, 338], [718, 320, 668]], 'best_f1': 0.46, 'best_auc': 0.81, 'time': 5.41}"
24,3,3,"{'epoch': 0, 'train_loss': 0.79, 'test_loss': 1.0, 'precision': 0.34, 'recall': 0.78, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [[1243, 733, 338], [718, 320, 668]], 'best_f1': 0.48, 'best_auc': 0.77, 'time': 11.94}"
24,3,2,"{'epoch': 0, 'train_loss': 0.79, 'test_loss': 0.87, 'precision': 0.31, 'recall': 0.86, 'accuracy': 0.66, 'learning_rate': 0.0, 'branches': [[1243, 733, 338], [718, 320, 668]], 'best_f1': 0.46, 'best_auc': 0.81, 'time': 5.41}"
25,0,3,"{'epoch': 0, 'train_loss': 0.62, 'test_loss': 1.54, 'precision': 0.78, 'recall': 0.51, 'accuracy': 0.86, 'learning_rate': 0.0, 'branches': [[1083, 675, 661, 628], [1125, 1177], [1278, 1202, 608]], 'best_f1': 0.62, 'best_auc': 0.9, 'time': 15.6}"
25,0,4,"{'epoch': 0, 'train_loss': 0.61, 'test_loss': 1.13, 'precision': 0.77, 'recall': 0.62, 'accuracy': 0.87, 'learning_rate': 0.0, 'branches': [[623, 1112, 1426, 868], [246, 184], [1381, 1485]], 'best_f1': 0.68, 'best_auc': 0.91, 'time': 12.04}"
25,0,5,"{'epoch': 0, 'train_loss': 0.45, 'test_loss': 1.12, 'precision': 0.34, 'recall': 0.97, 'accuracy': 0.6, 'learning_rate': 0.0, 'branches': [[532, 313], [150, 624]], 'best_f1': 0.5, 'best_auc': 0.9, 'time': 3.04}"
25,0,6,"{'epoch': 0, 'train_loss': 0.51, 'test_loss': 0.78, 'precision': 0.74, 'recall': 0.68, 'accuracy': 0.89, 'learning_rate': 0.0, 'branches': [[381, 275, 16, 1330]], 'best_f1': 0.71, 'best_auc': 0.92, 'time': 3.28}"
25,0,7,"{'epoch': 0, 'train_loss': 0.51, 'test_loss': 1.22, 'precision': 0.8, 'recall': 0.64, 'accuracy': 0.88, 'learning_rate': 0.0, 'branches': [[603, 49], [209, 1132]], 'best_f1': 0.71, 'best_auc': 0.9, 'time': 3.7}"
25,0,8,"{'epoch': 0, 'train_loss': 0.51, 'test_loss': 1.57, 'precision': 0.78, 'recall': 0.57, 'accuracy': 0.87, 'learning_rate': 0.0, 'branches': [[1196, 708, 530]], 'best_f1': 0.66, 'best_auc': 0.89, 'time': 3.43}"
25,1,5,"{'epoch': 0, 'train_loss': 0.45, 'test_loss': 1.12, 'precision': 0.34, 'recall': 0.97, 'accuracy': 0.6, 'learning_rate': 0.0, 'branches': [[532, 313], [150, 624]], 'best_f1': 0.5, 'best_auc': 0.9, 'time': 3.04}"
25,1,1,"{'epoch': 0, 'train_loss': 0.54, 'test_loss': 0.87, 'precision': 0.76, 'recall': 0.67, 'accuracy': 0.89, 'learning_rate': 0.0, 'branches': [[623, 1112, 1426, 868], [246, 184], [150, 624]], 'best_f1': 0.71, 'best_auc': 0.92, 'time': 9.66}"
25,1,2,"{'epoch': 0, 'train_loss': 0.64, 'test_loss': 1.74, 'precision': 0.75, 'recall': 0.54, 'accuracy': 0.85, 'learning_rate': 0.0, 'branches': [[1196, 708, 530]], 'best_f1': 0.63, 'best_auc': 0.88, 'time': 3.43}"
25,1,2,"{'epoch': 0, 'train_loss': 0.64, 'test_loss': 1.74, 'precision': 0.75, 'recall': 0.54, 'accuracy': 0.85, 'learning_rate': 0.0, 'branches': [[1196, 708, 530]], 'best_f1': 0.63, 'best_auc': 0.88, 'time': 3.43}"
25,1,4,"{'epoch': 0, 'train_loss': 0.61, 'test_loss': 1.13, 'precision': 0.77, 'recall': 0.62, 'accuracy': 0.87, 'learning_rate': 0.0, 'branches': [[623, 1112, 1426, 868], [246, 184], [1381, 1485]], 'best_f1': 0.68, 'best_auc': 0.91, 'time': 12.04}"
25,1,0,"{'epoch': 0, 'train_loss': 0.53, 'test_loss': 0.6, 'precision': 0.8, 'recall': 0.79, 'accuracy': 0.92, 'learning_rate': 0.0, 'branches': [[173, 624]], 'best_f1': 0.8, 'best_auc': 0.95, 'time': 2.12}"
25,2,5,"{'epoch': 0, 'train_loss': 0.45, 'test_loss': 1.12, 'precision': 0.34, 'recall': 0.97, 'accuracy': 0.6, 'learning_rate': 0.0, 'branches': [[532, 313], [150, 624]], 'best_f1': 0.5, 'best_auc': 0.9, 'time': 3.04}"
25,2,2,"{'epoch': 0, 'train_loss': 0.64, 'test_loss': 1.74, 'precision': 0.75, 'recall': 0.54, 'accuracy': 0.85, 'learning_rate': 0.0, 'branches': [[1196, 708, 530]], 'best_f1': 0.63, 'best_auc': 0.88, 'time': 3.43}"
25,2,2,"{'epoch': 0, 'train_loss': 0.64, 'test_loss': 1.74, 'precision': 0.75, 'recall': 0.54, 'accuracy': 0.85, 'learning_rate': 0.0, 'branches': [[1196, 708, 530]], 'best_f1': 0.63, 'best_auc': 0.88, 'time': 3.43}"
25,2,4,"{'epoch': 0, 'train_loss': 0.61, 'test_loss': 1.13, 'precision': 0.77, 'recall': 0.62, 'accuracy': 0.87, 'learning_rate': 0.0, 'branches': [[623, 1112, 1426, 868], [246, 184], [1381, 1485]], 'best_f1': 0.68, 'best_auc': 0.91, 'time': 12.04}"
25,2,2,"{'epoch': 0, 'train_loss': 0.64, 'test_loss': 1.74, 'precision': 0.75, 'recall': 0.54, 'accuracy': 0.85, 'learning_rate': 0.0, 'branches': [[1196, 708, 530]], 'best_f1': 0.63, 'best_auc': 0.88, 'time': 3.43}"
25,2,4,"{'epoch': 0, 'train_loss': 0.61, 'test_loss': 1.13, 'precision': 0.77, 'recall': 0.62, 'accuracy': 0.87, 'learning_rate': 0.0, 'branches': [[623, 1112, 1426, 868], [246, 184], [1381, 1485]], 'best_f1': 0.68, 'best_auc': 0.91, 'time': 12.04}"
25,3,5,"{'epoch': 0, 'train_loss': 0.45, 'test_loss': 1.12, 'precision': 0.34, 'recall': 0.97, 'accuracy': 0.6, 'learning_rate': 0.0, 'branches': [[532, 313], [150, 624]], 'best_f1': 0.5, 'best_auc': 0.9, 'time': 3.04}"
25,3,2,"{'epoch': 0, 'train_loss': 0.64, 'test_loss': 1.74, 'precision': 0.75, 'recall': 0.54, 'accuracy': 0.85, 'learning_rate': 0.0, 'branches': [[1196, 708, 530]], 'best_f1': 0.63, 'best_auc': 0.88, 'time': 3.43}"
25,3,2,"{'epoch': 0, 'train_loss': 0.64, 'test_loss': 1.74, 'precision': 0.75, 'recall': 0.54, 'accuracy': 0.85, 'learning_rate': 0.0, 'branches': [[1196, 708, 530]], 'best_f1': 0.63, 'best_auc': 0.88, 'time': 3.43}"
25,3,2,"{'epoch': 0, 'train_loss': 0.64, 'test_loss': 1.74, 'precision': 0.75, 'recall': 0.54, 'accuracy': 0.85, 'learning_rate': 0.0, 'branches': [[1196, 708, 530]], 'best_f1': 0.63, 'best_auc': 0.88, 'time': 3.43}"
25,3,2,"{'epoch': 0, 'train_loss': 0.64, 'test_loss': 1.74, 'precision': 0.75, 'recall': 0.54, 'accuracy': 0.85, 'learning_rate': 0.0, 'branches': [[1196, 708, 530]], 'best_f1': 0.63, 'best_auc': 0.88, 'time': 3.43}"
25,3,2,"{'epoch': 0, 'train_loss': 0.64, 'test_loss': 1.74, 'precision': 0.75, 'recall': 0.54, 'accuracy': 0.85, 'learning_rate': 0.0, 'branches': [[1196, 708, 530]], 'best_f1': 0.63, 'best_auc': 0.88, 'time': 3.43}"
26,0,3,"{'epoch': 0, 'train_loss': 1.2, 'test_loss': 1.05, 'precision': 0.1, 'recall': 0.49, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[992, 684, 545]], 'best_f1': 0.16, 'best_auc': 0.69, 'time': 3.97}"
26,0,4,"{'epoch': 0, 'train_loss': 1.18, 'test_loss': 1.04, 'precision': 0.1, 'recall': 0.79, 'accuracy': 0.6, 'learning_rate': 0.0, 'branches': [[515, 531, 166], [1257, 1018, 1434]], 'best_f1': 0.18, 'best_auc': 0.75, 'time': 8.23}"
26,0,5,"{'epoch': 0, 'train_loss': 1.21, 'test_loss': 0.93, 'precision': 0.13, 'recall': 0.55, 'accuracy': 0.8, 'learning_rate': 0.0, 'branches': [[685, 1238], [1254, 902, 428, 239]], 'best_f1': 0.21, 'best_auc': 0.73, 'time': 7.84}"
26,0,6,"{'epoch': 0, 'train_loss': 1.15, 'test_loss': 1.07, 'precision': 0.09, 'recall': 0.69, 'accuracy': 0.63, 'learning_rate': 0.0, 'branches': [[1098, 685, 1356, 509], [127, 107, 887, 1313], [443, 1247, 1457]], 'best_f1': 0.16, 'best_auc': 0.68, 'time': 16.79}"
26,0,7,"{'epoch': 0, 'train_loss': 1.12, 'test_loss': 0.93, 'precision': 0.11, 'recall': 0.72, 'accuracy': 0.68, 'learning_rate': 0.0, 'branches': [[1401, 855]], 'best_f1': 0.19, 'best_auc': 0.78, 'time': 2.9}"
26,0,8,"{'epoch': 0, 'train_loss': 1.13, 'test_loss': 0.91, 'precision': 0.07, 'recall': 0.42, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [[745, 1479, 1384], [361, 1082, 877], [679, 1257, 404]], 'best_f1': 0.12, 'best_auc': 0.72, 'time': 16.71}"
26,1,0,"{'epoch': 0, 'train_loss': 1.1, 'test_loss': 1.14, 'precision': 0.06, 'recall': 0.96, 'accuracy': 0.22, 'learning_rate': 0.0, 'branches': [[1214, 685, 1356, 509], [127, 107, 887, 1313], [386, 1247, 1457]], 'best_f1': 0.11, 'best_auc': 0.7, 'time': 16.79}"
26,1,5,"{'epoch': 0, 'train_loss': 1.21, 'test_loss': 0.93, 'precision': 0.13, 'recall': 0.55, 'accuracy': 0.8, 'learning_rate': 0.0, 'branches': [[685, 1238], [1254, 902, 428, 239]], 'best_f1': 0.21, 'best_auc': 0.73, 'time': 7.84}"
26,1,4,"{'epoch': 0, 'train_loss': 1.18, 'test_loss': 1.04, 'precision': 0.1, 'recall': 0.79, 'accuracy': 0.6, 'learning_rate': 0.0, 'branches': [[515, 531, 166], [1257, 1018, 1434]], 'best_f1': 0.18, 'best_auc': 0.75, 'time': 8.23}"
26,1,5,"{'epoch': 0, 'train_loss': 1.21, 'test_loss': 0.93, 'precision': 0.13, 'recall': 0.55, 'accuracy': 0.8, 'learning_rate': 0.0, 'branches': [[685, 1238], [1254, 902, 428, 239]], 'best_f1': 0.21, 'best_auc': 0.73, 'time': 7.84}"
26,1,4,"{'epoch': 0, 'train_loss': 1.18, 'test_loss': 1.04, 'precision': 0.1, 'recall': 0.79, 'accuracy': 0.6, 'learning_rate': 0.0, 'branches': [[515, 531, 166], [1257, 1018, 1434]], 'best_f1': 0.18, 'best_auc': 0.75, 'time': 8.23}"
26,1,3,"{'epoch': 0, 'train_loss': 1.2, 'test_loss': 1.05, 'precision': 0.1, 'recall': 0.49, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[992, 684, 545]], 'best_f1': 0.16, 'best_auc': 0.69, 'time': 3.97}"
26,2,0,"{'epoch': 0, 'train_loss': 1.1, 'test_loss': 1.14, 'precision': 0.06, 'recall': 0.96, 'accuracy': 0.22, 'learning_rate': 0.0, 'branches': [[1214, 685, 1356, 509], [127, 107, 887, 1313], [386, 1247, 1457]], 'best_f1': 0.11, 'best_auc': 0.7, 'time': 16.79}"
26,2,4,"{'epoch': 0, 'train_loss': 1.18, 'test_loss': 1.04, 'precision': 0.1, 'recall': 0.79, 'accuracy': 0.6, 'learning_rate': 0.0, 'branches': [[515, 531, 166], [1257, 1018, 1434]], 'best_f1': 0.18, 'best_auc': 0.75, 'time': 8.23}"
26,2,1,"{'epoch': 0, 'train_loss': 1.15, 'test_loss': 0.97, 'precision': 0.07, 'recall': 0.43, 'accuracy': 0.71, 'learning_rate': 0.0, 'branches': [[515, 531, 166], [685, 1238]], 'best_f1': 0.12, 'best_auc': 0.7, 'time': 5.77}"
26,2,5,"{'epoch': 0, 'train_loss': 1.21, 'test_loss': 0.93, 'precision': 0.13, 'recall': 0.55, 'accuracy': 0.8, 'learning_rate': 0.0, 'branches': [[685, 1238], [1254, 902, 428, 239]], 'best_f1': 0.21, 'best_auc': 0.73, 'time': 7.84}"
26,2,5,"{'epoch': 0, 'train_loss': 1.21, 'test_loss': 0.93, 'precision': 0.13, 'recall': 0.55, 'accuracy': 0.8, 'learning_rate': 0.0, 'branches': [[685, 1238], [1254, 902, 428, 239]], 'best_f1': 0.21, 'best_auc': 0.73, 'time': 7.84}"
26,2,5,"{'epoch': 0, 'train_loss': 1.21, 'test_loss': 0.93, 'precision': 0.13, 'recall': 0.55, 'accuracy': 0.8, 'learning_rate': 0.0, 'branches': [[685, 1238], [1254, 902, 428, 239]], 'best_f1': 0.21, 'best_auc': 0.73, 'time': 7.84}"
26,3,0,"{'epoch': 0, 'train_loss': 1.1, 'test_loss': 1.14, 'precision': 0.06, 'recall': 0.96, 'accuracy': 0.22, 'learning_rate': 0.0, 'branches': [[1214, 685, 1356, 509], [127, 107, 887, 1313], [386, 1247, 1457]], 'best_f1': 0.11, 'best_auc': 0.7, 'time': 16.79}"
26,3,5,"{'epoch': 0, 'train_loss': 1.21, 'test_loss': 0.93, 'precision': 0.13, 'recall': 0.55, 'accuracy': 0.8, 'learning_rate': 0.0, 'branches': [[685, 1238], [1254, 902, 428, 239]], 'best_f1': 0.21, 'best_auc': 0.73, 'time': 7.84}"
26,3,0,"{'epoch': 0, 'train_loss': 1.13, 'test_loss': 1.3, 'precision': 0.12, 'recall': 0.37, 'accuracy': 0.8, 'learning_rate': 0.0, 'branches': [[685, 1238], [515, 531, 166]], 'best_f1': 0.18, 'best_auc': 0.66, 'time': 5.79}"
26,3,4,"{'epoch': 0, 'train_loss': 1.18, 'test_loss': 1.04, 'precision': 0.1, 'recall': 0.79, 'accuracy': 0.6, 'learning_rate': 0.0, 'branches': [[515, 531, 166], [1257, 1018, 1434]], 'best_f1': 0.18, 'best_auc': 0.75, 'time': 8.23}"
